Datum,Bundesland,Bundesland_Id,Altersgruppe,7T_Hospitalisierung_Faelle,7T_Hospitalisierung_Inzidenz
2021-11-15,Bremen,04,80+,8,16.89
2021-11-15,Nordrhein-Westfalen,05,00-04,20,2.3
2021-11-15,Nordrhein-Westfalen,05,00+,954,5.32
2021-11-15,Nordrhein-Westfalen,05,05-14,17,1.04
2021-11-15,Nordrhein-Westfalen,05,15-34,112,2.67
2021-11-15,Nordrhein-Westfalen,05,35-59,207,3.37
2021-11-15,Nordrhein-Westfalen,05,60-79,307,8.03
2021-11-15,Nordrhein-Westfalen,05,80+,291,23.04
2021-11-15,Hessen,06,00-04,8,2.62
2021-11-15,Hessen,06,00+,383,6.09
2021-11-15,Hessen,06,05-14,10,1.73
2021-11-15,Hessen,06,15-34,47,3.19
2021-11-15,Hessen,06,35-59,91,4.15
2021-11-15,Hessen,06,60-79,120,9.09
2021-11-15,Hessen,06,80+,107,25.35
2021-11-15,Rheinland-Pfalz,07,00-04,4,2.06
2021-11-15,Rheinland-Pfalz,07,00+,198,4.83
2021-11-15,Rheinland-Pfalz,07,05-14,6,1.65
2021-11-15,Rheinland-Pfalz,07,15-34,20,2.18
2021-11-15,Rheinland-Pfalz,07,35-59,43,3.07
2021-11-15,Rheinland-Pfalz,07,60-79,67,7.24
2021-11-15,Rheinland-Pfalz,07,80+,58,19.77
2021-11-15,Baden-Württemberg,08,00-04,8,1.46
2021-11-15,Baden-Württemberg,08,00+,890,8.02
2021-11-15,Baden-Württemberg,08,05-14,19,1.86
2021-11-15,Baden-Württemberg,08,15-34,75,2.81
2021-11-15,Baden-Württemberg,08,35-59,223,5.83
2021-11-15,Baden-Württemberg,08,60-79,304,13.3
2021-11-15,Baden-Württemberg,08,80+,259,34.44
2021-11-15,Bayern,09,00-04,24,3.72
2021-11-15,Bayern,09,00+,1595,12.14
2021-11-15,Bayern,09,05-14,17,1.45
2021-11-15,Bayern,09,15-34,118,3.8
2021-11-15,Bayern,09,35-59,360,7.82
2021-11-15,Bayern,09,60-79,586,21.35
2021-11-15,Bayern,09,80+,490,56.22
2021-11-15,Saarland,10,00-04,0,0
2021-11-15,Saarland,10,00+,34,3.46
2021-11-15,Saarland,10,05-14,0,0
2021-11-15,Saarland,10,15-34,1,0.47
2021-11-15,Saarland,10,35-59,12,3.64
2021-11-15,Saarland,10,60-79,12,4.94
2021-11-15,Saarland,10,80+,9,11.53
2021-11-15,Berlin,11,00-04,1,0.52
2021-11-15,Berlin,11,00+,166,4.53
2021-11-15,Berlin,11,05-14,10,3.01
2021-11-15,Berlin,11,15-34,25,2.64
2021-11-15,Berlin,11,35-59,26,2.04
2021-11-15,Berlin,11,60-79,56,8.06
2021-11-15,Berlin,11,80+,48,21.7
2021-11-15,Brandenburg,12,00-04,4,3.69
2021-11-15,Brandenburg,12,00+,126,4.98
2021-11-15,Brandenburg,12,05-14,6,2.6
2021-11-15,Brandenburg,12,15-34,9,2.06
2021-11-15,Brandenburg,12,35-59,25,2.75
2021-11-15,Brandenburg,12,60-79,36,5.63
2021-11-15,Brandenburg,12,80+,46,22.05
2021-11-15,Mecklenburg-Vorpommern,13,00-04,2,3.02
2021-11-15,Mecklenburg-Vorpommern,13,00+,143,8.88
2021-11-15,Mecklenburg-Vorpommern,13,05-14,2,1.42
2021-11-15,Mecklenburg-Vorpommern,13,15-34,4,1.35
2021-11-15,Mecklenburg-Vorpommern,13,35-59,28,5.06
2021-11-15,Mecklenburg-Vorpommern,13,60-79,50,11.87
2021-11-15,Mecklenburg-Vorpommern,13,80+,57,42.72
2021-11-15,Sachsen,14,00-04,12,6.65
2021-11-15,Sachsen,14,00+,396,9.76
2021-11-15,Sachsen,14,05-14,10,2.74
2021-11-15,Sachsen,14,15-34,21,2.67
2021-11-15,Sachsen,14,35-59,54,3.99
2021-11-15,Sachsen,14,60-79,132,13.05
2021-11-15,Sachsen,14,80+,167,46.13
2021-11-15,Sachsen-Anhalt,15,00-04,5,5.68
2021-11-15,Sachsen-Anhalt,15,00+,247,11.33
2021-11-15,Sachsen-Anhalt,15,05-14,2,1.09
2021-11-15,Sachsen-Anhalt,15,15-34,17,4.32
2021-11-15,Sachsen-Anhalt,15,35-59,53,7.15
2021-11-15,Sachsen-Anhalt,15,60-79,93,15.92
2021-11-15,Sachsen-Anhalt,15,80+,77,40.25
2021-11-15,Thüringen,16,00-04,7,7.98
2021-11-15,Thüringen,16,00+,491,23.16
2021-11-15,Thüringen,16,05-14,3,1.63
2021-11-15,Thüringen,16,15-34,23,5.94
2021-11-15,Thüringen,16,35-59,98,13.56
2021-11-15,Thüringen,16,60-79,201,35.93
2021-11-15,Thüringen,16,80+,159,88.74
2021-11-14,Bundesgebiet,00,00-04,106,2.67
2021-11-14,Bundesgebiet,00,00+,6103,7.34
2021-11-14,Bundesgebiet,00,05-14,116,1.54
2021-11-14,Bundesgebiet,00,15-34,519,2.74
2021-11-14,Bundesgebiet,00,35-59,1351,4.71
2021-11-14,Bundesgebiet,00,60-79,2068,11.39
2021-11-14,Bundesgebiet,00,80+,1941,32.7
2021-11-14,Schleswig-Holstein,01,00-04,2,1.54
2021-11-14,Schleswig-Holstein,01,00+,122,4.19
2021-11-14,Schleswig-Holstein,01,05-14,8,3.07
2021-11-14,Schleswig-Holstein,01,15-34,10,1.59
2021-11-14,Schleswig-Holstein,01,35-59,34,3.37
2021-11-14,Schleswig-Holstein,01,60-79,43,6.49
2021-11-14,Schleswig-Holstein,01,80+,25,11.35
2021-11-14,Hamburg,02,00-04,1,1.01
2021-11-14,Hamburg,02,00+,73,3.94
2021-11-14,Hamburg,02,05-14,2,1.2
2021-11-14,Hamburg,02,15-34,7,1.42
2021-11-14,Hamburg,02,35-59,17,2.6
2021-11-14,Hamburg,02,60-79,28,8.59
2021-11-14,Hamburg,02,80+,18,15.99
2021-11-14,Niedersachsen,03,00-04,5,1.32
2021-11-14,Niedersachsen,03,00+,231,2.89
2021-11-14,Niedersachsen,03,05-14,5,0.69
2021-11-14,Niedersachsen,03,15-34,27,1.49
2021-11-14,Niedersachsen,03,35-59,50,1.83
2021-11-14,Niedersachsen,03,60-79,60,3.39
2021-11-14,Niedersachsen,03,80+,84,14.48
2021-11-14,Bremen,04,00-04,0,0
2021-11-14,Bremen,04,00+,24,3.53
2021-11-14,Bremen,04,05-14,0,0
2021-11-14,Bremen,04,15-34,6,3.47
2021-11-14,Bremen,04,35-59,6,2.66
2021-11-14,Bremen,04,60-79,6,4.28
2021-11-14,Bremen,04,80+,6,12.67
2021-11-14,Nordrhein-Westfalen,05,00-04,22,2.53
2021-11-14,Nordrhein-Westfalen,05,00+,987,5.51
2021-11-14,Nordrhein-Westfalen,05,05-14,18,1.1
2021-11-14,Nordrhein-Westfalen,05,15-34,115,2.75
2021-11-14,Nordrhein-Westfalen,05,35-59,213,3.47
2021-11-14,Nordrhein-Westfalen,05,60-79,314,8.21
2021-11-14,Nordrhein-Westfalen,05,80+,305,24.15
2021-11-14,Hessen,06,00-04,7,2.29
2021-11-14,Hessen,06,00+,378,6.01
2021-11-14,Hessen,06,05-14,10,1.73
2021-11-14,Hessen,06,15-34,44,2.99
2021-11-14,Hessen,06,35-59,92,4.19
2021-11-14,Hessen,06,60-79,116,8.78
2021-11-14,Hessen,06,80+,109,25.82
2021-11-14,Rheinland-Pfalz,07,00-04,4,2.06
2021-11-14,Rheinland-Pfalz,07,00+,189,4.61
2021-11-14,Rheinland-Pfalz,07,05-14,6,1.65
2021-11-14,Rheinland-Pfalz,07,15-34,21,2.29
2021-11-14,Rheinland-Pfalz,07,35-59,41,2.92
2021-11-14,Rheinland-Pfalz,07,60-79,66,7.14
2021-11-14,Rheinland-Pfalz,07,80+,51,17.38
2021-11-14,Baden-Württemberg,08,00-04,11,2.01
2021-11-14,Baden-Württemberg,08,00+,885,7.97
2021-11-14,Baden-Württemberg,08,05-14,19,1.86
2021-11-14,Baden-Württemberg,08,15-34,69,2.58
2021-11-14,Baden-Württemberg,08,35-59,227,5.93
2021-11-14,Baden-Württemberg,08,60-79,304,13.3
2021-11-14,Baden-Württemberg,08,80+,253,33.64
2021-11-14,Bayern,09,00-04,21,3.25
2021-11-14,Bayern,09,00+,1584,12.05
2021-11-14,Bayern,09,05-14,20,1.7
2021-11-14,Bayern,09,15-34,118,3.8
2021-11-14,Bayern,09,35-59,366,7.95
2021-11-14,Bayern,09,60-79,555,20.22
2021-11-14,Bayern,09,80+,504,57.83
2021-11-14,Saarland,10,00-04,0,0
2021-11-14,Saarland,10,00+,37,3.76
2021-11-14,Saarland,10,05-14,0,0
2021-11-14,Saarland,10,15-34,1,0.47
2021-11-14,Saarland,10,35-59,14,4.24
2021-11-14,Saarland,10,60-79,12,4.94
2021-11-14,Saarland,10,80+,10,12.81
2021-11-14,Berlin,11,00-04,2,1.05
2021-11-14,Berlin,11,00+,162,4.42
2021-11-14,Berlin,11,05-14,6,1.81
2021-11-14,Berlin,11,15-34,26,2.74
2021-11-14,Berlin,11,35-59,26,2.04
2021-11-14,Berlin,11,60-79,54,7.77
2021-11-14,Berlin,11,80+,48,21.7
2021-11-14,Brandenburg,12,00-04,5,4.62
2021-11-14,Brandenburg,12,00+,133,5.25
2021-11-14,Brandenburg,12,05-14,6,2.6
2021-11-14,Brandenburg,12,15-34,10,2.29
2021-11-14,Brandenburg,12,35-59,26,2.86
2021-11-14,Brandenburg,12,60-79,34,5.32
2021-11-14,Brandenburg,12,80+,52,24.92
2021-11-14,Mecklenburg-Vorpommern,13,00-04,2,3.02
2021-11-14,Mecklenburg-Vorpommern,13,00+,140,8.69
2021-11-14,Mecklenburg-Vorpommern,13,05-14,2,1.42
2021-11-14,Mecklenburg-Vorpommern,13,15-34,5,1.69
2021-11-14,Mecklenburg-Vorpommern,13,35-59,27,4.88
2021-11-14,Mecklenburg-Vorpommern,13,60-79,49,11.64
2021-11-14,Mecklenburg-Vorpommern,13,80+,55,41.22
2021-11-14,Sachsen,14,00-04,12,6.65
2021-11-14,Sachsen,14,00+,406,10.01
2021-11-14,Sachsen,14,05-14,10,2.74
2021-11-14,Sachsen,14,15-34,21,2.67
2021-11-14,Sachsen,14,35-59,56,4.14
2021-11-14,Sachsen,14,60-79,135,13.35
2021-11-14,Sachsen,14,80+,172,47.52
2021-11-14,Sachsen-Anhalt,15,00-04,5,5.68
2021-11-14,Sachsen-Anhalt,15,00+,248,11.37
2021-11-14,Sachsen-Anhalt,15,05-14,1,0.55
2021-11-14,Sachsen-Anhalt,15,15-34,18,4.58
2021-11-14,Sachsen-Anhalt,15,35-59,54,7.29
2021-11-14,Sachsen-Anhalt,15,60-79,93,15.92
2021-11-14,Sachsen-Anhalt,15,80+,77,40.25
2021-11-14,Thüringen,16,00-04,7,7.98
2021-11-14,Thüringen,16,00+,504,23.77
2021-11-14,Thüringen,16,05-14,3,1.63
2021-11-14,Thüringen,16,15-34,21,5.42
2021-11-14,Thüringen,16,35-59,102,14.11
2021-11-14,Thüringen,16,60-79,199,35.58
2021-11-14,Thüringen,16,80+,172,96
2021-11-13,Bundesgebiet,00,00-04,106,2.67
2021-11-13,Bundesgebiet,00,00+,6207,7.46
2021-11-13,Bundesgebiet,00,05-14,122,1.62
2021-11-13,Bundesgebiet,00,15-34,527,2.79
2021-11-13,Bundesgebiet,00,35-59,1376,4.8
2021-11-13,Bundesgebiet,00,60-79,2110,11.62
2021-11-13,Bundesgebiet,00,80+,1963,33.07
2021-11-13,Schleswig-Holstein,01,00-04,2,1.54
2021-11-13,Schleswig-Holstein,01,00+,119,4.09
2021-11-13,Schleswig-Holstein,01,05-14,9,3.45
2021-11-13,Schleswig-Holstein,01,15-34,9,1.43
2021-11-13,Schleswig-Holstein,01,35-59,34,3.37
2021-11-13,Schleswig-Holstein,01,60-79,39,5.89
2021-11-13,Schleswig-Holstein,01,80+,26,11.8
2021-11-13,Hamburg,02,00-04,1,1.01
2021-11-13,Hamburg,02,00+,75,4.05
2021-11-13,Hamburg,02,05-14,2,1.2
2021-11-13,Hamburg,02,15-34,7,1.42
2021-11-13,Hamburg,02,35-59,17,2.6
2021-11-13,Hamburg,02,60-79,30,9.2
2021-11-13,Hamburg,02,80+,18,15.99
2021-11-13,Niedersachsen,03,00-04,3,0.79
2021-11-13,Niedersachsen,03,00+,234,2.92
2021-11-13,Niedersachsen,03,05-14,5,0.69
2021-11-13,Niedersachsen,03,15-34,28,1.54
2021-11-13,Niedersachsen,03,35-59,51,1.87
2021-11-13,Niedersachsen,03,60-79,56,3.16
2021-11-13,Niedersachsen,03,80+,91,15.68
2021-11-13,Bremen,04,00-04,0,0
2021-11-13,Bremen,04,00+,22,3.23
2021-11-13,Bremen,04,05-14,0,0
2021-11-13,Bremen,04,15-34,6,3.47
2021-11-13,Bremen,04,35-59,5,2.22
2021-11-13,Bremen,04,60-79,5,3.57
2021-11-13,Bremen,04,80+,6,12.67
2021-11-13,Nordrhein-Westfalen,05,00-04,20,2.3
2021-11-13,Nordrhein-Westfalen,05,00+,1003,5.6
2021-11-13,Nordrhein-Westfalen,05,05-14,22,1.34
2021-11-13,Nordrhein-Westfalen,05,15-34,121,2.89
2021-11-13,Nordrhein-Westfalen,05,35-59,215,3.5
2021-11-13,Nordrhein-Westfalen,05,60-79,332,8.68
2021-11-13,Nordrhein-Westfalen,05,80+,293,23.2
2021-11-13,Hessen,06,00-04,9,2.95
2021-11-13,Hessen,06,00+,374,5.94
2021-11-13,Hessen,06,05-14,9,1.56
2021-11-13,Hessen,06,15-34,46,3.12
2021-11-13,Hessen,06,35-59,87,3.96
2021-11-13,Hessen,06,60-79,120,9.09
2021-11-13,Hessen,06,80+,103,24.4
2021-11-13,Rheinland-Pfalz,07,00-04,6,3.09
2021-11-13,Rheinland-Pfalz,07,00+,204,4.98
2021-11-13,Rheinland-Pfalz,07,05-14,6,1.65
2021-11-13,Rheinland-Pfalz,07,15-34,22,2.39
2021-11-13,Rheinland-Pfalz,07,35-59,42,2.99
2021-11-13,Rheinland-Pfalz,07,60-79,69,7.46
2021-11-13,Rheinland-Pfalz,07,80+,59,20.11
2021-11-13,Baden-Württemberg,08,00-04,12,2.19
2021-11-13,Baden-Württemberg,08,00+,907,8.17
2021-11-13,Baden-Württemberg,08,05-14,21,2.06
2021-11-13,Baden-Württemberg,08,15-34,74,2.77
2021-11-13,Baden-Württemberg,08,35-59,233,6.09
2021-11-13,Baden-Württemberg,08,60-79,316,13.82
2021-11-13,Baden-Württemberg,08,80+,248,32.98
2021-11-13,Bayern,09,00-04,22,3.41
2021-11-13,Bayern,09,00+,1601,12.18
2021-11-13,Bayern,09,05-14,19,1.62
2021-11-13,Bayern,09,15-34,110,3.55
2021-11-13,Bayern,09,35-59,385,8.37
2021-11-13,Bayern,09,60-79,547,19.93
2021-11-13,Bayern,09,80+,518,59.43
2021-11-13,Saarland,10,00-04,0,0
2021-11-13,Saarland,10,00+,38,3.86
2021-11-13,Saarland,10,05-14,0,0
2021-11-13,Saarland,10,15-34,1,0.47
2021-11-13,Saarland,10,35-59,14,4.24
2021-11-13,Saarland,10,60-79,12,4.94
2021-11-13,Saarland,10,80+,11,14.09
2021-11-13,Berlin,11,00-04,2,1.05
2021-11-13,Berlin,11,00+,161,4.39
2021-11-13,Berlin,11,05-14,6,1.81
2021-11-13,Berlin,11,15-34,26,2.74
2021-11-13,Berlin,11,35-59,25,1.96
2021-11-13,Berlin,11,60-79,55,7.92
2021-11-13,Berlin,11,80+,47,21.24
2021-11-13,Brandenburg,12,00-04,6,5.54
2021-11-13,Brandenburg,12,00+,148,5.85
2021-11-13,Brandenburg,12,05-14,5,2.17
2021-11-13,Brandenburg,12,15-34,11,2.52
2021-11-13,Brandenburg,12,35-59,26,2.86
2021-11-13,Brandenburg,12,60-79,42,6.57
2021-11-13,Brandenburg,12,80+,58,27.8
2021-11-13,Mecklenburg-Vorpommern,13,00-04,2,3.02
2021-11-13,Mecklenburg-Vorpommern,13,00+,144,8.94
2021-11-13,Mecklenburg-Vorpommern,13,05-14,2,1.42
2021-11-13,Mecklenburg-Vorpommern,13,15-34,7,2.37
2021-11-13,Mecklenburg-Vorpommern,13,35-59,33,5.96
2021-11-13,Mecklenburg-Vorpommern,13,60-79,49,11.64
2021-11-13,Mecklenburg-Vorpommern,13,80+,51,38.23
2021-11-13,Sachsen,14,00-04,10,5.54
2021-11-13,Sachsen,14,00+,431,10.62
2021-11-13,Sachsen,14,05-14,11,3.01
2021-11-13,Sachsen,14,15-34,21,2.67
2021-11-13,Sachsen,14,35-59,58,4.29
2021-11-13,Sachsen,14,60-79,147,14.54
2021-11-13,Sachsen,14,80+,184,50.83
2021-11-13,Sachsen-Anhalt,15,00-04,5,5.68
2021-11-13,Sachsen-Anhalt,15,00+,239,10.96
2021-11-13,Sachsen-Anhalt,15,05-14,1,0.55
2021-11-13,Sachsen-Anhalt,15,15-34,18,4.58
2021-11-13,Sachsen-Anhalt,15,35-59,47,6.34
2021-11-13,Sachsen-Anhalt,15,60-79,91,15.58
2021-11-13,Sachsen-Anhalt,15,80+,77,40.25
2021-11-13,Thüringen,16,00-04,6,6.84
2021-11-13,Thüringen,16,00+,507,23.91
2021-11-13,Thüringen,16,05-14,4,2.17
2021-11-13,Thüringen,16,15-34,20,5.16
2021-11-13,Thüringen,16,35-59,104,14.39
2021-11-13,Thüringen,16,60-79,200,35.75
2021-11-13,Thüringen,16,80+,173,96.56
2021-11-12,Bundesgebiet,00,00-04,99,2.49
2021-11-12,Bundesgebiet,00,00+,6339,7.62
2021-11-12,Bundesgebiet,00,05-14,127,1.69
2021-11-12,Bundesgebiet,00,15-34,552,2.92
2021-11-12,Bundesgebiet,00,35-59,1434,5
2021-11-12,Bundesgebiet,00,60-79,2124,11.7
2021-11-12,Bundesgebiet,00,80+,2000,33.69
2021-11-12,Schleswig-Holstein,01,00-04,3,2.32
2021-11-12,Schleswig-Holstein,01,00+,118,4.05
2021-11-12,Schleswig-Holstein,01,05-14,8,3.07
2021-11-12,Schleswig-Holstein,01,15-34,11,1.75
2021-11-12,Schleswig-Holstein,01,35-59,32,3.17
2021-11-12,Schleswig-Holstein,01,60-79,36,5.44
2021-11-12,Schleswig-Holstein,01,80+,28,12.71
2021-11-12,Hamburg,02,00-04,0,0
2021-11-12,Hamburg,02,00+,76,4.1
2021-11-12,Hamburg,02,05-14,2,1.2
2021-11-12,Hamburg,02,15-34,7,1.42
2021-11-12,Hamburg,02,35-59,20,3.06
2021-11-12,Hamburg,02,60-79,30,9.2
2021-11-12,Hamburg,02,80+,17,15.11
2021-11-12,Niedersachsen,03,00-04,3,0.79
2021-11-12,Niedersachsen,03,00+,228,2.85
2021-11-12,Niedersachsen,03,05-14,5,0.69
2021-11-12,Niedersachsen,03,15-34,29,1.6
2021-11-12,Niedersachsen,03,35-59,53,1.94
2021-11-12,Niedersachsen,03,60-79,56,3.16
2021-11-12,Niedersachsen,03,80+,82,14.13
2021-11-12,Bremen,04,00-04,0,0
2021-11-12,Bremen,04,00+,18,2.65
2021-11-12,Bremen,04,05-14,0,0
2021-11-12,Bremen,04,15-34,4,2.31
2021-11-12,Bremen,04,35-59,4,1.78
2021-11-12,Bremen,04,60-79,6,4.28
2021-11-12,Bremen,04,80+,4,8.44
2021-11-12,Nordrhein-Westfalen,05,00-04,17,1.95
2021-11-12,Nordrhein-Westfalen,05,00+,1018,5.68
2021-11-12,Nordrhein-Westfalen,05,05-14,25,1.52
2021-11-12,Nordrhein-Westfalen,05,15-34,113,2.7
2021-11-12,Nordrhein-Westfalen,05,35-59,235,3.83
2021-11-12,Nordrhein-Westfalen,05,60-79,331,8.65
2021-11-12,Nordrhein-Westfalen,05,80+,297,23.52
2021-11-12,Hessen,06,00-04,11,3.6
2021-11-12,Hessen,06,00+,387,6.15
2021-11-12,Hessen,06,05-14,9,1.56
2021-11-12,Hessen,06,15-34,44,2.99
2021-11-12,Hessen,06,35-59,84,3.83
2021-11-12,Hessen,06,60-79,128,9.69
2021-11-12,Hessen,06,80+,111,26.3
2021-11-12,Rheinland-Pfalz,07,00-04,4,2.06
2021-11-12,Rheinland-Pfalz,07,00+,203,4.95
2021-11-12,Rheinland-Pfalz,07,05-14,4,1.1
2021-11-12,Rheinland-Pfalz,07,15-34,24,2.61
2021-11-12,Rheinland-Pfalz,07,35-59,43,3.07
2021-11-12,Rheinland-Pfalz,07,60-79,64,6.92
2021-11-12,Rheinland-Pfalz,07,80+,64,21.81
2021-11-12,Baden-Württemberg,08,00-04,12,2.19
2021-11-12,Baden-Württemberg,08,00+,933,8.4
2021-11-12,Baden-Württemberg,08,05-14,21,2.06
2021-11-12,Baden-Württemberg,08,15-34,87,3.26
2021-11-12,Baden-Württemberg,08,35-59,239,6.25
2021-11-12,Baden-Württemberg,08,60-79,325,14.21
2021-11-12,Baden-Württemberg,08,80+,246,32.71
2021-11-12,Bayern,09,00-04,21,3.25
2021-11-12,Bayern,09,00+,1652,12.57
2021-11-12,Bayern,09,05-14,20,1.7
2021-11-12,Bayern,09,15-34,122,3.93
2021-11-12,Bayern,09,35-59,406,8.82
2021-11-12,Bayern,09,60-79,543,19.78
2021-11-12,Bayern,09,80+,540,61.96
2021-11-12,Saarland,10,00-04,0,0
2021-11-12,Saarland,10,00+,36,3.66
2021-11-12,Saarland,10,05-14,0,0
2021-11-12,Saarland,10,15-34,2,0.94
2021-11-12,Saarland,10,35-59,11,3.33
2021-11-12,Saarland,10,60-79,12,4.94
2021-11-12,Saarland,10,80+,11,14.09
2021-11-12,Berlin,11,00-04,2,1.05
2021-11-12,Berlin,11,00+,168,4.59
2021-11-12,Berlin,11,05-14,8,2.41
2021-11-12,Berlin,11,15-34,26,2.74
2021-11-12,Berlin,11,35-59,30,2.35
2021-11-12,Berlin,11,60-79,57,8.21
2021-11-12,Berlin,11,80+,45,20.34
2021-11-12,Brandenburg,12,00-04,5,4.62
2021-11-12,Brandenburg,12,00+,155,6.12
2021-11-12,Brandenburg,12,05-14,6,2.6
2021-11-12,Brandenburg,12,15-34,10,2.29
2021-11-12,Brandenburg,12,35-59,28,3.08
2021-11-12,Brandenburg,12,60-79,46,7.19
2021-11-12,Brandenburg,12,80+,60,28.75
2021-11-12,Mecklenburg-Vorpommern,13,00-04,3,4.54
2021-11-12,Mecklenburg-Vorpommern,13,00+,150,9.31
2021-11-12,Mecklenburg-Vorpommern,13,05-14,3,2.14
2021-11-12,Mecklenburg-Vorpommern,13,15-34,8,2.7
2021-11-12,Mecklenburg-Vorpommern,13,35-59,39,7.04
2021-11-12,Mecklenburg-Vorpommern,13,60-79,46,10.92
2021-11-12,Mecklenburg-Vorpommern,13,80+,51,38.23
2021-11-12,Sachsen,14,00-04,9,4.99
2021-11-12,Sachsen,14,00+,460,11.34
2021-11-12,Sachsen,14,05-14,12,3.28
2021-11-12,Sachsen,14,15-34,25,3.18
2021-11-12,Sachsen,14,35-59,60,4.44
2021-11-12,Sachsen,14,60-79,161,15.92
2021-11-12,Sachsen,14,80+,193,53.32
2021-11-12,Sachsen-Anhalt,15,00-04,4,4.54
2021-11-12,Sachsen-Anhalt,15,00+,229,10.5
2021-11-12,Sachsen-Anhalt,15,05-14,0,0
2021-11-12,Sachsen-Anhalt,15,15-34,20,5.09
2021-11-12,Sachsen-Anhalt,15,35-59,50,6.75
2021-11-12,Sachsen-Anhalt,15,60-79,87,14.89
2021-11-12,Sachsen-Anhalt,15,80+,68,35.54
2021-11-12,Thüringen,16,00-04,5,5.7
2021-11-12,Thüringen,16,00+,508,23.96
2021-11-12,Thüringen,16,05-14,4,2.17
2021-11-12,Thüringen,16,15-34,20,5.16
2021-11-12,Thüringen,16,35-59,100,13.84
2021-11-12,Thüringen,16,60-79,196,35.04
2021-11-12,Thüringen,16,80+,183,102.14
2021-11-11,Bundesgebiet,00,00-04,104,2.62
2021-11-11,Bundesgebiet,00,00+,6421,7.72
2021-11-11,Bundesgebiet,00,05-14,126,1.68
2021-11-11,Bundesgebiet,00,15-34,559,2.95
2021-11-11,Bundesgebiet,00,35-59,1470,5.13
2021-11-11,Bundesgebiet,00,60-79,2152,11.85
2021-11-11,Bundesgebiet,00,80+,2008,33.83
2021-11-11,Schleswig-Holstein,01,00-04,3,2.32
2021-11-11,Schleswig-Holstein,01,00+,117,4.02
2021-11-11,Schleswig-Holstein,01,05-14,5,1.92
2021-11-11,Schleswig-Holstein,01,15-34,15,2.38
2021-11-11,Schleswig-Holstein,01,35-59,30,2.97
2021-11-11,Schleswig-Holstein,01,60-79,36,5.44
2021-11-11,Schleswig-Holstein,01,80+,28,12.71
2021-11-11,Hamburg,02,00-04,0,0
2021-11-11,Hamburg,02,00+,83,4.48
2021-11-11,Hamburg,02,05-14,1,0.6
2021-11-11,Hamburg,02,15-34,7,1.42
2021-11-11,Hamburg,02,35-59,22,3.36
2021-11-11,Hamburg,02,60-79,29,8.9
2021-11-11,Hamburg,02,80+,24,21.33
2021-11-11,Niedersachsen,03,00-04,5,1.32
2021-11-11,Niedersachsen,03,00+,226,2.82
2021-11-11,Niedersachsen,03,05-14,4,0.55
2021-11-11,Niedersachsen,03,15-34,24,1.32
2021-11-11,Niedersachsen,03,35-59,66,2.42
2021-11-11,Niedersachsen,03,60-79,57,3.22
2021-11-11,Niedersachsen,03,80+,70,12.06
2021-11-11,Bremen,04,00-04,0,0
2021-11-11,Bremen,04,00+,18,2.65
2021-11-11,Bremen,04,05-14,0,0
2021-11-11,Bremen,04,15-34,5,2.89
2021-11-11,Bremen,04,35-59,4,1.78
2021-11-11,Bremen,04,60-79,7,4.99
2021-11-11,Bremen,04,80+,2,4.22
2021-11-11,Nordrhein-Westfalen,05,00-04,18,2.07
2021-11-11,Nordrhein-Westfalen,05,00+,1054,5.88
2021-11-11,Nordrhein-Westfalen,05,05-14,31,1.89
2021-11-11,Nordrhein-Westfalen,05,15-34,112,2.67
2021-11-11,Nordrhein-Westfalen,05,35-59,240,3.91
2021-11-11,Nordrhein-Westfalen,05,60-79,344,8.99
2021-11-11,Nordrhein-Westfalen,05,80+,309,24.47
2021-11-11,Hessen,06,00-04,11,3.6
2021-11-11,Hessen,06,00+,382,6.07
2021-11-11,Hessen,06,05-14,8,1.38
2021-11-11,Hessen,06,15-34,46,3.12
2021-11-11,Hessen,06,35-59,89,4.06
2021-11-11,Hessen,06,60-79,122,9.24
2021-11-11,Hessen,06,80+,106,25.11
2021-11-11,Rheinland-Pfalz,07,00-04,4,2.06
2021-11-11,Rheinland-Pfalz,07,00+,216,5.27
2021-11-11,Rheinland-Pfalz,07,05-14,5,1.37
2021-11-11,Rheinland-Pfalz,07,15-34,28,3.05
2021-11-11,Rheinland-Pfalz,07,35-59,49,3.49
2021-11-11,Rheinland-Pfalz,07,60-79,62,6.7
2021-11-11,Rheinland-Pfalz,07,80+,68,23.17
2021-11-11,Baden-Württemberg,08,00-04,14,2.55
2021-11-11,Baden-Württemberg,08,00+,954,8.59
2021-11-11,Baden-Württemberg,08,05-14,21,2.06
2021-11-11,Baden-Württemberg,08,15-34,92,3.44
2021-11-11,Baden-Württemberg,08,35-59,243,6.35
2021-11-11,Baden-Württemberg,08,60-79,335,14.65
2021-11-11,Baden-Württemberg,08,80+,247,32.85
2021-11-11,Bayern,09,00-04,24,3.72
2021-11-11,Bayern,09,00+,1653,12.58
2021-11-11,Bayern,09,05-14,19,1.62
2021-11-11,Bayern,09,15-34,119,3.84
2021-11-11,Bayern,09,35-59,406,8.82
2021-11-11,Bayern,09,60-79,551,20.07
2021-11-11,Bayern,09,80+,534,61.27
2021-11-11,Saarland,10,00-04,0,0
2021-11-11,Saarland,10,00+,37,3.76
2021-11-11,Saarland,10,05-14,0,0
2021-11-11,Saarland,10,15-34,2,0.94
2021-11-11,Saarland,10,35-59,11,3.33
