Datum,Bundesland,Bundesland_Id,Altersgruppe,7T_Hospitalisierung_Faelle,7T_Hospitalisierung_Inzidenz
2021-11-11,Saarland,10,60-79,14,5.76
2021-11-11,Saarland,10,80+,10,12.81
2021-11-11,Berlin,11,00-04,4,2.09
2021-11-11,Berlin,11,00+,176,4.8
2021-11-11,Berlin,11,05-14,9,2.71
2021-11-11,Berlin,11,15-34,23,2.42
2021-11-11,Berlin,11,35-59,34,2.66
2021-11-11,Berlin,11,60-79,58,8.35
2021-11-11,Berlin,11,80+,48,21.7
2021-11-11,Brandenburg,12,00-04,6,5.54
2021-11-11,Brandenburg,12,00+,165,6.52
2021-11-11,Brandenburg,12,05-14,6,2.6
2021-11-11,Brandenburg,12,15-34,12,2.75
2021-11-11,Brandenburg,12,35-59,24,2.64
2021-11-11,Brandenburg,12,60-79,51,7.98
2021-11-11,Brandenburg,12,80+,66,31.63
2021-11-11,Mecklenburg-Vorpommern,13,00-04,3,4.54
2021-11-11,Mecklenburg-Vorpommern,13,00+,137,8.51
2021-11-11,Mecklenburg-Vorpommern,13,05-14,3,2.14
2021-11-11,Mecklenburg-Vorpommern,13,15-34,10,3.38
2021-11-11,Mecklenburg-Vorpommern,13,35-59,36,6.5
2021-11-11,Mecklenburg-Vorpommern,13,60-79,41,9.74
2021-11-11,Mecklenburg-Vorpommern,13,80+,44,32.98
2021-11-11,Sachsen,14,00-04,6,3.33
2021-11-11,Sachsen,14,00+,479,11.81
2021-11-11,Sachsen,14,05-14,8,2.19
2021-11-11,Sachsen,14,15-34,27,3.43
2021-11-11,Sachsen,14,35-59,67,4.96
2021-11-11,Sachsen,14,60-79,163,16.12
2021-11-11,Sachsen,14,80+,208,57.46
2021-11-11,Sachsen-Anhalt,15,00-04,2,2.27
2021-11-11,Sachsen-Anhalt,15,00+,216,9.91
2021-11-11,Sachsen-Anhalt,15,05-14,1,0.55
2021-11-11,Sachsen-Anhalt,15,15-34,21,5.34
2021-11-11,Sachsen-Anhalt,15,35-59,44,5.94
2021-11-11,Sachsen-Anhalt,15,60-79,84,14.38
2021-11-11,Sachsen-Anhalt,15,80+,64,33.45
2021-11-11,Thüringen,16,00-04,4,4.56
2021-11-11,Thüringen,16,00+,508,23.96
2021-11-11,Thüringen,16,05-14,5,2.72
2021-11-11,Thüringen,16,15-34,16,4.13
2021-11-11,Thüringen,16,35-59,105,14.53
2021-11-11,Thüringen,16,60-79,198,35.4
2021-11-11,Thüringen,16,80+,180,100.46
2021-11-10,Bundesgebiet,00,00-04,103,2.6
2021-11-10,Bundesgebiet,00,00+,6548,7.87
2021-11-10,Bundesgebiet,00,05-14,113,1.5
2021-11-10,Bundesgebiet,00,15-34,559,2.95
2021-11-10,Bundesgebiet,00,35-59,1523,5.31
2021-11-10,Bundesgebiet,00,60-79,2164,11.92
2021-11-10,Bundesgebiet,00,80+,2084,35.11
2021-11-10,Schleswig-Holstein,01,00-04,2,1.54
2021-11-10,Schleswig-Holstein,01,00+,101,3.47
2021-11-10,Schleswig-Holstein,01,05-14,2,0.77
2021-11-10,Schleswig-Holstein,01,15-34,11,1.75
2021-11-10,Schleswig-Holstein,01,35-59,27,2.68
2021-11-10,Schleswig-Holstein,01,60-79,35,5.29
2021-11-10,Schleswig-Holstein,01,80+,24,10.89
2021-11-10,Hamburg,02,00-04,0,0
2021-11-10,Hamburg,02,00+,81,4.37
2021-11-10,Hamburg,02,05-14,1,0.6
2021-11-10,Hamburg,02,15-34,11,2.23
2021-11-10,Hamburg,02,35-59,20,3.06
2021-11-10,Hamburg,02,60-79,26,7.98
2021-11-10,Hamburg,02,80+,23,20.44
2021-11-10,Niedersachsen,03,00-04,4,1.05
2021-11-10,Niedersachsen,03,00+,244,3.05
2021-11-10,Niedersachsen,03,05-14,6,0.82
2021-11-10,Niedersachsen,03,15-34,25,1.38
2021-11-10,Niedersachsen,03,35-59,67,2.45
2021-11-10,Niedersachsen,03,60-79,63,3.56
2021-11-10,Niedersachsen,03,80+,79,13.62
2021-11-10,Bremen,04,00-04,0,0
2021-11-10,Bremen,04,00+,15,2.21
2021-11-10,Bremen,04,05-14,0,0
2021-11-10,Bremen,04,15-34,5,2.89
2021-11-10,Bremen,04,35-59,3,1.33
2021-11-10,Bremen,04,60-79,6,4.28
2021-11-10,Bremen,04,80+,1,2.11
2021-11-10,Nordrhein-Westfalen,05,00-04,16,1.84
2021-11-10,Nordrhein-Westfalen,05,00+,1062,5.92
2021-11-10,Nordrhein-Westfalen,05,05-14,29,1.77
2021-11-10,Nordrhein-Westfalen,05,15-34,108,2.58
2021-11-10,Nordrhein-Westfalen,05,35-59,245,3.99
2021-11-10,Nordrhein-Westfalen,05,60-79,344,8.99
2021-11-10,Nordrhein-Westfalen,05,80+,320,25.34
2021-11-10,Hessen,06,00-04,13,4.26
2021-11-10,Hessen,06,00+,411,6.53
2021-11-10,Hessen,06,05-14,8,1.38
2021-11-10,Hessen,06,15-34,45,3.06
2021-11-10,Hessen,06,35-59,95,4.33
2021-11-10,Hessen,06,60-79,129,9.77
2021-11-10,Hessen,06,80+,120,28.43
2021-11-10,Rheinland-Pfalz,07,00-04,6,3.09
2021-11-10,Rheinland-Pfalz,07,00+,246,6
2021-11-10,Rheinland-Pfalz,07,05-14,3,0.82
2021-11-10,Rheinland-Pfalz,07,15-34,30,3.27
2021-11-10,Rheinland-Pfalz,07,35-59,66,4.71
2021-11-10,Rheinland-Pfalz,07,60-79,64,6.92
2021-11-10,Rheinland-Pfalz,07,80+,77,26.24
2021-11-10,Baden-Württemberg,08,00-04,17,3.1
2021-11-10,Baden-Württemberg,08,00+,991,8.93
2021-11-10,Baden-Württemberg,08,05-14,20,1.96
2021-11-10,Baden-Württemberg,08,15-34,99,3.71
2021-11-10,Baden-Württemberg,08,35-59,249,6.51
2021-11-10,Baden-Württemberg,08,60-79,345,15.09
2021-11-10,Baden-Württemberg,08,80+,260,34.57
2021-11-10,Bayern,09,00-04,24,3.72
2021-11-10,Bayern,09,00+,1684,12.82
2021-11-10,Bayern,09,05-14,16,1.36
2021-11-10,Bayern,09,15-34,118,3.8
2021-11-10,Bayern,09,35-59,425,9.24
2021-11-10,Bayern,09,60-79,551,20.07
2021-11-10,Bayern,09,80+,550,63.1
2021-11-10,Saarland,10,00-04,0,0
2021-11-10,Saarland,10,00+,34,3.46
2021-11-10,Saarland,10,05-14,0,0
2021-11-10,Saarland,10,15-34,1,0.47
2021-11-10,Saarland,10,35-59,11,3.33
2021-11-10,Saarland,10,60-79,13,5.35
2021-11-10,Saarland,10,80+,9,11.53
2021-11-10,Berlin,11,00-04,4,2.09
2021-11-10,Berlin,11,00+,182,4.97
2021-11-10,Berlin,11,05-14,10,3.01
2021-11-10,Berlin,11,15-34,21,2.21
2021-11-10,Berlin,11,35-59,35,2.74
2021-11-10,Berlin,11,60-79,64,9.21
2021-11-10,Berlin,11,80+,48,21.7
2021-11-10,Brandenburg,12,00-04,6,5.54
2021-11-10,Brandenburg,12,00+,162,6.4
2021-11-10,Brandenburg,12,05-14,6,2.6
2021-11-10,Brandenburg,12,15-34,9,2.06
2021-11-10,Brandenburg,12,35-59,25,2.75
2021-11-10,Brandenburg,12,60-79,51,7.98
2021-11-10,Brandenburg,12,80+,65,31.15
2021-11-10,Mecklenburg-Vorpommern,13,00-04,3,4.54
2021-11-10,Mecklenburg-Vorpommern,13,00+,122,7.57
2021-11-10,Mecklenburg-Vorpommern,13,05-14,2,1.42
2021-11-10,Mecklenburg-Vorpommern,13,15-34,12,4.05
2021-11-10,Mecklenburg-Vorpommern,13,35-59,32,5.78
2021-11-10,Mecklenburg-Vorpommern,13,60-79,38,9.02
2021-11-10,Mecklenburg-Vorpommern,13,80+,35,26.23
2021-11-10,Sachsen,14,00-04,4,2.22
2021-11-10,Sachsen,14,00+,483,11.91
2021-11-10,Sachsen,14,05-14,4,1.09
2021-11-10,Sachsen,14,15-34,28,3.56
2021-11-10,Sachsen,14,35-59,70,5.18
2021-11-10,Sachsen,14,60-79,163,16.12
2021-11-10,Sachsen,14,80+,214,59.12
2021-11-10,Sachsen-Anhalt,15,00-04,0,0
2021-11-10,Sachsen-Anhalt,15,00+,210,9.63
2021-11-10,Sachsen-Anhalt,15,05-14,2,1.09
2021-11-10,Sachsen-Anhalt,15,15-34,18,4.58
2021-11-10,Sachsen-Anhalt,15,35-59,40,5.4
2021-11-10,Sachsen-Anhalt,15,60-79,81,13.86
2021-11-10,Sachsen-Anhalt,15,80+,69,36.07
2021-11-10,Thüringen,16,00-04,4,4.56
2021-11-10,Thüringen,16,00+,520,24.53
2021-11-10,Thüringen,16,05-14,4,2.17
2021-11-10,Thüringen,16,15-34,18,4.65
2021-11-10,Thüringen,16,35-59,113,15.64
2021-11-10,Thüringen,16,60-79,191,34.15
2021-11-10,Thüringen,16,80+,190,106.04
2021-11-09,Bundesgebiet,00,00-04,95,2.39
2021-11-09,Bundesgebiet,00,00+,6461,7.77
2021-11-09,Bundesgebiet,00,05-14,110,1.46
2021-11-09,Bundesgebiet,00,15-34,538,2.84
2021-11-09,Bundesgebiet,00,35-59,1485,5.18
2021-11-09,Bundesgebiet,00,60-79,2132,11.74
2021-11-09,Bundesgebiet,00,80+,2099,35.36
2021-11-09,Schleswig-Holstein,01,00-04,2,1.54
2021-11-09,Schleswig-Holstein,01,00+,83,2.85
2021-11-09,Schleswig-Holstein,01,05-14,2,0.77
2021-11-09,Schleswig-Holstein,01,15-34,11,1.75
2021-11-09,Schleswig-Holstein,01,35-59,22,2.18
2021-11-09,Schleswig-Holstein,01,60-79,25,3.78
2021-11-09,Schleswig-Holstein,01,80+,21,9.53
2021-11-09,Hamburg,02,00-04,0,0
2021-11-09,Hamburg,02,00+,71,3.83
2021-11-09,Hamburg,02,05-14,1,0.6
2021-11-09,Hamburg,02,15-34,8,1.62
2021-11-09,Hamburg,02,35-59,15,2.29
2021-11-09,Hamburg,02,60-79,26,7.98
2021-11-09,Hamburg,02,80+,21,18.66
2021-11-09,Niedersachsen,03,00-04,4,1.05
2021-11-09,Niedersachsen,03,00+,239,2.99
2021-11-09,Niedersachsen,03,05-14,6,0.82
2021-11-09,Niedersachsen,03,15-34,30,1.65
2021-11-09,Niedersachsen,03,35-59,66,2.42
2021-11-09,Niedersachsen,03,60-79,63,3.56
2021-11-09,Niedersachsen,03,80+,70,12.06
2021-11-09,Bremen,04,00-04,0,0
2021-11-09,Bremen,04,00+,19,2.79
2021-11-09,Bremen,04,05-14,0,0
2021-11-09,Bremen,04,15-34,8,4.62
2021-11-09,Bremen,04,35-59,3,1.33
2021-11-09,Bremen,04,60-79,7,4.99
2021-11-09,Bremen,04,80+,1,2.11
2021-11-09,Nordrhein-Westfalen,05,00-04,15,1.72
2021-11-09,Nordrhein-Westfalen,05,00+,1056,5.89
2021-11-09,Nordrhein-Westfalen,05,05-14,29,1.77
2021-11-09,Nordrhein-Westfalen,05,15-34,105,2.51
2021-11-09,Nordrhein-Westfalen,05,35-59,239,3.89
2021-11-09,Nordrhein-Westfalen,05,60-79,346,9.05
2021-11-09,Nordrhein-Westfalen,05,80+,322,25.49
2021-11-09,Hessen,06,00-04,11,3.6
2021-11-09,Hessen,06,00+,406,6.45
2021-11-09,Hessen,06,05-14,9,1.56
2021-11-09,Hessen,06,15-34,44,2.99
2021-11-09,Hessen,06,35-59,91,4.15
2021-11-09,Hessen,06,60-79,137,10.37
2021-11-09,Hessen,06,80+,113,26.77
2021-11-09,Rheinland-Pfalz,07,00-04,4,2.06
2021-11-09,Rheinland-Pfalz,07,00+,249,6.08
2021-11-09,Rheinland-Pfalz,07,05-14,3,0.82
2021-11-09,Rheinland-Pfalz,07,15-34,29,3.16
2021-11-09,Rheinland-Pfalz,07,35-59,65,4.63
2021-11-09,Rheinland-Pfalz,07,60-79,67,7.24
2021-11-09,Rheinland-Pfalz,07,80+,81,27.6
2021-11-09,Baden-Württemberg,08,00-04,17,3.1
2021-11-09,Baden-Württemberg,08,00+,983,8.85
2021-11-09,Baden-Württemberg,08,05-14,15,1.47
2021-11-09,Baden-Württemberg,08,15-34,91,3.41
2021-11-09,Baden-Württemberg,08,35-59,255,6.67
2021-11-09,Baden-Württemberg,08,60-79,342,14.96
2021-11-09,Baden-Württemberg,08,80+,262,34.84
2021-11-09,Bayern,09,00-04,24,3.72
2021-11-09,Bayern,09,00+,1617,12.31
2021-11-09,Bayern,09,05-14,13,1.11
2021-11-09,Bayern,09,15-34,106,3.42
2021-11-09,Bayern,09,35-59,399,8.67
2021-11-09,Bayern,09,60-79,530,19.31
2021-11-09,Bayern,09,80+,545,62.53
2021-11-09,Saarland,10,00-04,0,0
2021-11-09,Saarland,10,00+,30,3.05
2021-11-09,Saarland,10,05-14,0,0
2021-11-09,Saarland,10,15-34,2,0.94
2021-11-09,Saarland,10,35-59,9,2.73
2021-11-09,Saarland,10,60-79,9,3.7
2021-11-09,Saarland,10,80+,10,12.81
2021-11-09,Berlin,11,00-04,3,1.57
2021-11-09,Berlin,11,00+,171,4.67
2021-11-09,Berlin,11,05-14,9,2.71
2021-11-09,Berlin,11,15-34,20,2.11
2021-11-09,Berlin,11,35-59,32,2.51
2021-11-09,Berlin,11,60-79,62,8.93
2021-11-09,Berlin,11,80+,45,20.34
2021-11-09,Brandenburg,12,00-04,6,5.54
2021-11-09,Brandenburg,12,00+,157,6.2
2021-11-09,Brandenburg,12,05-14,7,3.04
2021-11-09,Brandenburg,12,15-34,9,2.06
2021-11-09,Brandenburg,12,35-59,20,2.2
2021-11-09,Brandenburg,12,60-79,54,8.45
2021-11-09,Brandenburg,12,80+,61,29.23
2021-11-09,Mecklenburg-Vorpommern,13,00-04,2,3.02
2021-11-09,Mecklenburg-Vorpommern,13,00+,100,6.21
2021-11-09,Mecklenburg-Vorpommern,13,05-14,3,2.14
2021-11-09,Mecklenburg-Vorpommern,13,15-34,11,3.72
2021-11-09,Mecklenburg-Vorpommern,13,35-59,27,4.88
2021-11-09,Mecklenburg-Vorpommern,13,60-79,26,6.17
2021-11-09,Mecklenburg-Vorpommern,13,80+,31,23.24
2021-11-09,Sachsen,14,00-04,3,1.66
2021-11-09,Sachsen,14,00+,536,13.21
2021-11-09,Sachsen,14,05-14,4,1.09
2021-11-09,Sachsen,14,15-34,24,3.05
2021-11-09,Sachsen,14,35-59,85,6.29
2021-11-09,Sachsen,14,60-79,172,17.01
2021-11-09,Sachsen,14,80+,248,68.51
2021-11-09,Sachsen-Anhalt,15,00-04,0,0
2021-11-09,Sachsen-Anhalt,15,00+,212,9.72
2021-11-09,Sachsen-Anhalt,15,05-14,5,2.73
2021-11-09,Sachsen-Anhalt,15,15-34,21,5.34
2021-11-09,Sachsen-Anhalt,15,35-59,40,5.4
2021-11-09,Sachsen-Anhalt,15,60-79,74,12.67
2021-11-09,Sachsen-Anhalt,15,80+,72,37.64
2021-11-09,Thüringen,16,00-04,4,4.56
2021-11-09,Thüringen,16,00+,532,25.09
2021-11-09,Thüringen,16,05-14,4,2.17
2021-11-09,Thüringen,16,15-34,19,4.91
2021-11-09,Thüringen,16,35-59,117,16.19
2021-11-09,Thüringen,16,60-79,192,34.32
2021-11-09,Thüringen,16,80+,196,109.39
2021-11-08,Bundesgebiet,00,00-04,88,2.22
2021-11-08,Bundesgebiet,00,00+,6119,7.36
2021-11-08,Bundesgebiet,00,05-14,103,1.37
2021-11-08,Bundesgebiet,00,15-34,508,2.68
2021-11-08,Bundesgebiet,00,35-59,1438,5.02
2021-11-08,Bundesgebiet,00,60-79,1994,10.98
2021-11-08,Bundesgebiet,00,80+,1986,33.45
2021-11-08,Schleswig-Holstein,01,00-04,2,1.54
2021-11-08,Schleswig-Holstein,01,00+,78,2.68
2021-11-08,Schleswig-Holstein,01,05-14,1,0.38
2021-11-08,Schleswig-Holstein,01,15-34,11,1.75
2021-11-08,Schleswig-Holstein,01,35-59,16,1.59
2021-11-08,Schleswig-Holstein,01,60-79,23,3.47
2021-11-08,Schleswig-Holstein,01,80+,25,11.35
2021-11-08,Hamburg,02,00-04,0,0
2021-11-08,Hamburg,02,00+,73,3.94
2021-11-08,Hamburg,02,05-14,1,0.6
2021-11-08,Hamburg,02,15-34,9,1.82
2021-11-08,Hamburg,02,35-59,19,2.9
2021-11-08,Hamburg,02,60-79,23,7.06
2021-11-08,Hamburg,02,80+,21,18.66
2021-11-08,Niedersachsen,03,00-04,5,1.32
2021-11-08,Niedersachsen,03,00+,236,2.95
2021-11-08,Niedersachsen,03,05-14,5,0.69
2021-11-08,Niedersachsen,03,15-34,27,1.49
2021-11-08,Niedersachsen,03,35-59,72,2.64
2021-11-08,Niedersachsen,03,60-79,62,3.5
2021-11-08,Niedersachsen,03,80+,65,11.2
2021-11-08,Bremen,04,00-04,0,0
2021-11-08,Bremen,04,00+,19,2.79
2021-11-08,Bremen,04,05-14,0,0
2021-11-08,Bremen,04,15-34,8,4.62
2021-11-08,Bremen,04,35-59,3,1.33
2021-11-08,Bremen,04,60-79,8,5.71
2021-11-08,Bremen,04,80+,0,0
2021-11-08,Nordrhein-Westfalen,05,00-04,15,1.72
2021-11-08,Nordrhein-Westfalen,05,00+,980,5.47
2021-11-08,Nordrhein-Westfalen,05,05-14,26,1.59
2021-11-08,Nordrhein-Westfalen,05,15-34,102,2.44
2021-11-08,Nordrhein-Westfalen,05,35-59,224,3.65
2021-11-08,Nordrhein-Westfalen,05,60-79,313,8.18
2021-11-08,Nordrhein-Westfalen,05,80+,300,23.75
2021-11-08,Hessen,06,00-04,11,3.6
2021-11-08,Hessen,06,00+,411,6.53
2021-11-08,Hessen,06,05-14,9,1.56
2021-11-08,Hessen,06,15-34,42,2.85
2021-11-08,Hessen,06,35-59,90,4.1
2021-11-08,Hessen,06,60-79,134,10.15
2021-11-08,Hessen,06,80+,124,29.38
2021-11-08,Rheinland-Pfalz,07,00-04,4,2.06
2021-11-08,Rheinland-Pfalz,07,00+,227,5.54
2021-11-08,Rheinland-Pfalz,07,05-14,3,0.82
2021-11-08,Rheinland-Pfalz,07,15-34,24,2.61
2021-11-08,Rheinland-Pfalz,07,35-59,62,4.42
2021-11-08,Rheinland-Pfalz,07,60-79,56,6.06
2021-11-08,Rheinland-Pfalz,07,80+,78,26.58
2021-11-08,Baden-Württemberg,08,00-04,16,2.92
2021-11-08,Baden-Württemberg,08,00+,914,8.23
2021-11-08,Baden-Württemberg,08,05-14,12,1.18
2021-11-08,Baden-Württemberg,08,15-34,84,3.14
2021-11-08,Baden-Württemberg,08,35-59,242,6.33
2021-11-08,Baden-Württemberg,08,60-79,322,14.08
2021-11-08,Baden-Württemberg,08,80+,237,31.52
2021-11-08,Bayern,09,00-04,21,3.25
2021-11-08,Bayern,09,00+,1479,11.26
2021-11-08,Bayern,09,05-14,13,1.11
2021-11-08,Bayern,09,15-34,102,3.29
2021-11-08,Bayern,09,35-59,379,8.24
2021-11-08,Bayern,09,60-79,472,17.2
2021-11-08,Bayern,09,80+,492,56.45
2021-11-08,Saarland,10,00-04,0,0
2021-11-08,Saarland,10,00+,26,2.64
2021-11-08,Saarland,10,05-14,0,0
2021-11-08,Saarland,10,15-34,2,0.94
2021-11-08,Saarland,10,35-59,8,2.43
2021-11-08,Saarland,10,60-79,7,2.88
2021-11-08,Saarland,10,80+,9,11.53
2021-11-08,Berlin,11,00-04,5,2.61
2021-11-08,Berlin,11,00+,181,4.94
2021-11-08,Berlin,11,05-14,8,2.41
2021-11-08,Berlin,11,15-34,20,2.11
2021-11-08,Berlin,11,35-59,41,3.21
2021-11-08,Berlin,11,60-79,63,9.07
2021-11-08,Berlin,11,80+,44,19.89
2021-11-08,Brandenburg,12,00-04,3,2.77
2021-11-08,Brandenburg,12,00+,156,6.16
2021-11-08,Brandenburg,12,05-14,7,3.04
2021-11-08,Brandenburg,12,15-34,10,2.29
2021-11-08,Brandenburg,12,35-59,24,2.64
2021-11-08,Brandenburg,12,60-79,50,7.82
2021-11-08,Brandenburg,12,80+,62,29.71
2021-11-08,Mecklenburg-Vorpommern,13,00-04,2,3.02
2021-11-08,Mecklenburg-Vorpommern,13,00+,93,5.77
2021-11-08,Mecklenburg-Vorpommern,13,05-14,4,2.85
2021-11-08,Mecklenburg-Vorpommern,13,15-34,9,3.04
2021-11-08,Mecklenburg-Vorpommern,13,35-59,24,4.34
2021-11-08,Mecklenburg-Vorpommern,13,60-79,24,5.7
2021-11-08,Mecklenburg-Vorpommern,13,80+,30,22.49
2021-11-08,Sachsen,14,00-04,1,0.55
2021-11-08,Sachsen,14,00+,557,13.73
2021-11-08,Sachsen,14,05-14,6,1.64
2021-11-08,Sachsen,14,15-34,26,3.31
2021-11-08,Sachsen,14,35-59,86,6.36
2021-11-08,Sachsen,14,60-79,189,18.69
2021-11-08,Sachsen,14,80+,249,68.79
2021-11-08,Sachsen-Anhalt,15,00-04,0,0
2021-11-08,Sachsen-Anhalt,15,00+,196,8.99
2021-11-08,Sachsen-Anhalt,15,05-14,5,2.73
2021-11-08,Sachsen-Anhalt,15,15-34,16,4.07
2021-11-08,Sachsen-Anhalt,15,35-59,34,4.59
2021-11-08,Sachsen-Anhalt,15,60-79,68,11.64
2021-11-08,Sachsen-Anhalt,15,80+,73,38.16
2021-11-08,Thüringen,16,00-04,3,3.42
2021-11-08,Thüringen,16,00+,493,23.25
2021-11-08,Thüringen,16,05-14,3,1.63
2021-11-08,Thüringen,16,15-34,16,4.13
2021-11-08,Thüringen,16,35-59,114,15.77
2021-11-08,Thüringen,16,60-79,180,32.18
2021-11-08,Thüringen,16,80+,177,98.79
2021-11-07,Bundesgebiet,00,00-04,82,2.07
2021-11-07,Bundesgebiet,00,00+,6078,7.31
2021-11-07,Bundesgebiet,00,05-14,98,1.31
2021-11-07,Bundesgebiet,00,15-34,502,2.65
2021-11-07,Bundesgebiet,00,35-59,1442,5.03
2021-11-07,Bundesgebiet,00,60-79,1988,10.95
2021-11-07,Bundesgebiet,00,80+,1964,33.08
2021-11-07,Schleswig-Holstein,01,00-04,1,0.77
2021-11-07,Schleswig-Holstein,01,00+,76,2.61
2021-11-07,Schleswig-Holstein,01,05-14,1,0.38
2021-11-07,Schleswig-Holstein,01,15-34,12,1.91
2021-11-07,Schleswig-Holstein,01,35-59,17,1.69
2021-11-07,Schleswig-Holstein,01,60-79,22,3.32
2021-11-07,Schleswig-Holstein,01,80+,23,10.44
2021-11-07,Hamburg,02,00-04,0,0
2021-11-07,Hamburg,02,00+,68,3.67
2021-11-07,Hamburg,02,05-14,1,0.6
2021-11-07,Hamburg,02,15-34,8,1.62
2021-11-07,Hamburg,02,35-59,16,2.45
2021-11-07,Hamburg,02,60-79,19,5.83
2021-11-07,Hamburg,02,80+,24,21.33
2021-11-07,Niedersachsen,03,00-04,4,1.05
2021-11-07,Niedersachsen,03,00+,232,2.9
2021-11-07,Niedersachsen,03,05-14,4,0.55
2021-11-07,Niedersachsen,03,15-34,26,1.43
2021-11-07,Niedersachsen,03,35-59,73,2.67
2021-11-07,Niedersachsen,03,60-79,61,3.45
2021-11-07,Niedersachsen,03,80+,64,11.03
2021-11-07,Bremen,04,00-04,0,0
2021-11-07,Bremen,04,00+,21,3.09
2021-11-07,Bremen,04,05-14,0,0
2021-11-07,Bremen,04,15-34,8,4.62
2021-11-07,Bremen,04,35-59,4,1.78
2021-11-07,Bremen,04,60-79,9,6.42
2021-11-07,Bremen,04,80+,0,0
2021-11-07,Nordrhein-Westfalen,05,00-04,15,1.72
2021-11-07,Nordrhein-Westfalen,05,00+,951,5.31
2021-11-07,Nordrhein-Westfalen,05,05-14,25,1.52
2021-11-07,Nordrhein-Westfalen,05,15-34,97,2.32
2021-11-07,Nordrhein-Westfalen,05,35-59,223,3.63
2021-11-07,Nordrhein-Westfalen,05,60-79,300,7.84
2021-11-07,Nordrhein-Westfalen,05,80+,291,23.04
2021-11-07,Hessen,06,00-04,11,3.6
2021-11-07,Hessen,06,00+,417,6.63
2021-11-07,Hessen,06,05-14,8,1.38
2021-11-07,Hessen,06,15-34,39,2.65
2021-11-07,Hessen,06,35-59,93,4.24
2021-11-07,Hessen,06,60-79,140,10.6
2021-11-07,Hessen,06,80+,125,29.62
2021-11-07,Rheinland-Pfalz,07,00-04,4,2.06
2021-11-07,Rheinland-Pfalz,07,00+,237,5.78
2021-11-07,Rheinland-Pfalz,07,05-14,3,0.82
2021-11-07,Rheinland-Pfalz,07,15-34,23,2.5
2021-11-07,Rheinland-Pfalz,07,35-59,64,4.56
2021-11-07,Rheinland-Pfalz,07,60-79,58,6.27
2021-11-07,Rheinland-Pfalz,07,80+,85,28.97
2021-11-07,Baden-Württemberg,08,00-04,13,2.37
2021-11-07,Baden-Württemberg,08,00+,896,8.07
2021-11-07,Baden-Württemberg,08,05-14,12,1.18
2021-11-07,Baden-Württemberg,08,15-34,86,3.22
2021-11-07,Baden-Württemberg,08,35-59,241,6.3
2021-11-07,Baden-Württemberg,08,60-79,313,13.69
2021-11-07,Baden-Württemberg,08,80+,230,30.59
2021-11-07,Bayern,09,00-04,23,3.56
2021-11-07,Bayern,09,00+,1489,11.33
2021-11-07,Bayern,09,05-14,11,0.94
2021-11-07,Bayern,09,15-34,103,3.32
2021-11-07,Bayern,09,35-59,381,8.28
2021-11-07,Bayern,09,60-79,480,17.49
2021-11-07,Bayern,09,80+,491,56.33
2021-11-07,Saarland,10,00-04,0,0
2021-11-07,Saarland,10,00+,23,2.34
2021-11-07,Saarland,10,05-14,0,0
2021-11-07,Saarland,10,15-34,2,0.94
2021-11-07,Saarland,10,35-59,6,1.82
2021-11-07,Saarland,10,60-79,7,2.88
2021-11-07,Saarland,10,80+,8,10.24
2021-11-07,Berlin,11,00-04,4,2.09
2021-11-07,Berlin,11,00+,184,5.02
2021-11-07,Berlin,11,05-14,8,2.41
2021-11-07,Berlin,11,15-34,22,2.32
2021-11-07,Berlin,11,35-59,41,3.21
2021-11-07,Berlin,11,60-79,65,9.36
2021-11-07,Berlin,11,80+,44,19.89
2021-11-07,Brandenburg,12,00-04,2,1.85
2021-11-07,Brandenburg,12,00+,156,6.16
2021-11-07,Brandenburg,12,05-14,7,3.04
2021-11-07,Brandenburg,12,15-34,9,2.06
2021-11-07,Brandenburg,12,35-59,25,2.75
2021-11-07,Brandenburg,12,60-79,56,8.76
2021-11-07,Brandenburg,12,80+,57,27.32
2021-11-07,Mecklenburg-Vorpommern,13,00-04,1,1.51
2021-11-07,Mecklenburg-Vorpommern,13,00+,92,5.71
2021-11-07,Mecklenburg-Vorpommern,13,05-14,4,2.85
2021-11-07,Mecklenburg-Vorpommern,13,15-34,8,2.7
2021-11-07,Mecklenburg-Vorpommern,13,35-59,25,4.52
2021-11-07,Mecklenburg-Vorpommern,13,60-79,24,5.7
2021-11-07,Mecklenburg-Vorpommern,13,80+,30,22.49
2021-11-07,Sachsen,14,00-04,0,0
2021-11-07,Sachsen,14,00+,562,13.85
2021-11-07,Sachsen,14,05-14,6,1.64
2021-11-07,Sachsen,14,15-34,24,3.05
2021-11-07,Sachsen,14,35-59,90,6.66
2021-11-07,Sachsen,14,60-79,191,18.89
2021-11-07,Sachsen,14,80+,251,69.34
2021-11-07,Sachsen-Anhalt,15,00-04,0,0
2021-11-07,Sachsen-Anhalt,15,00+,195,8.94
2021-11-07,Sachsen-Anhalt,15,05-14,5,2.73
2021-11-07,Sachsen-Anhalt,15,15-34,17,4.32
2021-11-07,Sachsen-Anhalt,15,35-59,32,4.32
2021-11-07,Sachsen-Anhalt,15,60-79,68,11.64
2021-11-07,Sachsen-Anhalt,15,80+,73,38.16
2021-11-07,Thüringen,16,00-04,4,4.56
2021-11-07,Thüringen,16,00+,479,22.59
2021-11-07,Thüringen,16,05-14,3,1.63
2021-11-07,Thüringen,16,15-34,18,4.65
2021-11-07,Thüringen,16,35-59,111,15.36
